#{"t_start": 1741225153.7852576, "env_id": "None"}
r,l,t
-100.41611,23,166.402966
-93.78124,11,166.416781
-95.5844,19,166.433348
-87.99241,18,166.433367
-103.20945,21,166.45847
-91.69206,24,166.472448
-101.501724,10,166.486267
-101.640114,16,166.530017
-114.83382,19,166.530037
-94.44379,14,166.608987
-105.74564,10,166.621842
-103.71308,8,166.637593
-113.389626,25,166.676785
-82.88981,18,166.702724
-117.42525,20,166.702743
-114.89572,20,166.702749
-84.76282,23,166.716776
-95.015114,21,166.757286
-104.81937,11,166.757306
-96.83632,10,166.77047
-84.42169,20,166.797034
-105.042625,9,166.838341
-90.51619,15,166.876745
-118.74779,14,166.889284
-110.81796,14,166.889302
-104.025536,22,166.915746
-100.858795,12,166.915765
-105.79,20,166.969198
-103.46954,8,166.983438
-118.04511,12,166.997534
-102.871605,19,167.024372
-107.07461,8,167.024392
-108.11405,15,167.094034
-96.15478,9,167.10772
-102.04137,17,167.121917
-92.34393,27,167.121936
-95.76133,9,167.150657
-90.69564,27,167.16394
-100.384544,12,167.191833
-105.081665,16,167.218809
-96.25579,23,167.231982
-108.69734,8,167.232001
-89.02684,21,167.264578
-104.47521,13,167.279902
-92.20473,12,167.367254
-107.75004,9,167.367273
-89.53977,16,167.38002
-104.76418,4,167.418807
-97.45506,22,167.418826
-94.49565,22,167.431635
-106.87541,8,167.485621
-119.834785,23,167.485641
-107.20217,19,167.499018
-85.142456,20,167.499037
-92.63839,19,167.537385
-105.938545,5,167.551856
-109.062515,11,167.566678
-113.90342,22,167.566697
-110.325745,13,167.593757
-88.7196,20,167.633147
-102.07707,6,167.647293
-101.559875,8,167.660175
-103.21393,3,167.6914
-102.92331,16,167.704429
-96.578964,20,167.704448
-86.827736,19,167.756812
-94.58505,20,167.769835
-109.36142,10,167.769857
-111.677826,8,167.812207
-86.23684,18,167.812227
-105.44547,23,167.851273
-97.25308,13,167.879068
-105.26594,22,167.891994
-96.14904,11,167.91853
-120.92756,14,167.944332
-87.924614,23,167.972084
-108.478424,9,168.013714
-97.153656,15,168.013733
-89.822556,25,168.028355
-99.01724,11,168.028375
-99.00928,9,168.04242
-106.22515,15,168.055445
-106.02231,21,168.055464
-104.75055,7,168.067976
-105.293045,6,168.110463
-111.368416,15,168.148917
-106.5244,9,168.189085
-110.10372,13,168.202881
-83.84445,19,168.268812
-102.767075,19,168.268832
-108.60052,17,168.283639
-121.40883,21,168.339038
-95.46942,24,168.364929
-116.43069,19,168.407706
-109.71624,24,168.433515
-103.60133,5,168.433535
-87.86113,19,168.447203
-100.882225,48,168.46007
-91.49629,17,168.499514
-99.72842,16,168.500681
-97.999756,23,168.51423
-101.68051,8,168.514248
-110.3939,20,168.541115
-102.41534,17,168.568363
-101.30743,10,168.58271
-103.402275,11,168.582729
-100.568565,15,168.66339
-99.143745,12,168.676338
-97.62749,14,168.69012
-99.92994,14,168.702774
-112.125305,11,168.718801
-104.97595,19,168.760005
-97.34856,25,168.772569
-89.05009,17,168.814556
-105.69571,9,168.828694
-118.95279,19,168.841114
-108.36814,9,168.841134
-98.42781,7,168.854059
-93.336845,25,168.880863
-102.384766,15,168.894732
-107.28531,16,168.894751
-102.10869,8,168.936397
-103.7231,21,168.949657
-101.065956,12,168.977141
-119.02284,11,168.991319
-107.09875,5,169.004668
-91.19748,20,169.04642
-111.21835,11,169.04644
-93.22497,13,169.07357
-89.90069,14,169.180903
-111.086555,10,169.207283
-100.46457,24,169.207303
-105.80584,4,169.236134
-95.85734,19,169.236152
-86.454865,29,169.249528
-91.78448,19,169.262752
-104.76829,26,169.302506
-99.85697,23,169.357755
-93.75418,26,169.396761
-104.32994,16,169.424305
-107.7804,14,169.424324
-97.44925,15,169.439677
-103.54991,9,169.478327
-87.12525,21,169.490767
-101.79032,19,169.517592
-112.38391,11,169.546012
-106.71168,10,169.558971
-112.088554,19,169.55899
-106.858055,4,169.598349
-109.23945,7,169.610852
-56.47581,58,169.624991
-106.05757,28,169.62501
-108.61263,6,169.637974
-100.54973,16,169.637992
-103.23617,3,169.680393
-107.8224,9,169.680413
-98.576584,16,169.69408
-107.60414,6,169.706584
-113.83014,8,169.720951
-109.23384,5,169.748023
-86.56659,20,169.762243
-130.32271,27,169.801116
-111.77899,9,169.827652
-92.21063,17,169.827672
-109.47103,9,169.842055
-97.7865,12,169.842074
-98.75899,9,169.871055
-106.15445,5,169.897877
-98.35933,13,169.93899
-101.30898,8,169.93901
-95.72627,23,169.952636
-116.505615,20,169.968629
-116.73247,12,169.968649
-83.99154,26,169.9828
-101.50927,11,169.996954
-104.56401,5,170.009986
-101.88423,5,170.010005
-95.16997,10,170.01001
-103.20914,6,170.05114
-108.805336,12,170.067267
-106.24638,4,170.067286
-104.78261,3,170.106475
-104.133995,20,170.120195
-110.95266,15,170.175128
-111.0221,13,170.188008
-101.44432,16,170.214275
-105.05759,5,170.239869
-88.9101,21,170.239888
-103.613266,13,170.239895
-113.2935,9,170.2399
-99.18317,19,170.266812
-101.53969,22,170.281866
-106.28235,4,170.295432
-101.6497,16,170.323247
-100.85965,11,170.366183
-107.85705,10,170.383141
-105.02889,26,170.411517
-108.995094,9,170.411537
-104.05378,9,170.42513
-107.39782,5,170.438611
-113.63464,19,170.452311
-89.35006,16,170.466699
-112.88649,10,170.466718
-108.39721,8,170.498376
-94.88248,17,170.511595
-87.501595,19,170.511615
-102.95819,9,170.552504
-106.257195,7,170.566316
-105.83986,8,170.566335
-103.55854,6,170.579896
-92.27103,11,170.596706
-106.460075,8,170.624987
-105.95495,7,170.667099
-98.94606,19,170.680634
-99.145515,12,170.680652
-106.34012,7,170.680659
-106.19633,6,170.751297
-104.87579,6,170.766008
-104.360245,10,170.766027
-102.97283,27,170.795849
-100.3184,16,170.795877
-90.9272,25,170.831825
-105.689316,6,170.84673
-108.179695,21,170.861384
-99.98858,20,170.889538
-96.18657,15,170.903049
-105.843636,4,170.903068
-104.67233,10,170.920667
-103.515144,9,170.934277
-105.3313,4,170.947604
-108.897736,6,170.947623
-111.988235,19,170.96112
-107.862724,12,171.004198
-103.84854,6,171.004218
-105.54922,4,171.061382
-100.446304,8,171.061402
-106.61331,7,171.061409
-103.7553,9,171.133631
-86.023674,26,171.147421
-104.3327,18,171.188533
-110.57886,20,171.188553
-108.80214,31,171.244993
-109.62832,9,171.258287
-87.409454,25,171.258307
-101.46024,23,171.272221
-107.76435,6,171.27224
-91.06172,15,171.272246
-101.97581,5,171.312512
-95.10126,20,171.342075
-104.93515,6,171.355715
-101.81913,6,171.355734
-109.575356,22,171.369157
-106.04671,4,171.411799
-113.79911,11,171.411819
-109.22091,6,171.425386
-103.72417,5,171.441583
-88.4081,18,171.441604
-104.47377,6,171.498388
-96.547134,25,171.498406
-104.98,6,171.526163
-108.898415,16,171.540581
-93.32242,22,171.570186
-109.16674,15,171.570207
-106.656204,8,171.639011
-120.05257,20,171.699834
-116.79578,10,171.714117
-110.055084,16,171.728877
-105.75411,7,171.742998
-101.45879,23,171.759397
-103.40761,14,171.772777
-107.237,6,171.785761
-91.37572,24,171.78578
-104.31923,36,171.785785
-94.34541,21,171.7996
-104.01323,6,171.85533
-108.27967,7,171.855349
-104.26388,7,171.886163
-101.69341,8,171.899754
-101.4479,9,171.913254
-113.77535,27,171.927197
-109.36128,4,171.940905
-100.43267,10,171.940924
-94.01401,16,171.94093
-102.247795,18,171.985678
-108.28009,11,172.012603
-102.58318,5,172.012623
-99.47293,21,172.040038
-105.44682,9,172.040059
-98.99151,8,172.053956
-101.38265,5,172.11206
-107.24457,8,172.126016
-108.50937,11,172.140018
-98.1402,7,172.153277
-101.94517,18,172.153297
-106.93158,9,172.167469
-106.056656,22,172.167489
-102.98566,19,172.197705
-106.56194,6,172.240206
-101.099075,17,172.25421
-111.886536,10,172.268236
-118.55517,23,172.268255
-113.37519,9,172.285917
-96.74688,17,172.354463
-93.31536,17,172.381718
-104.143074,18,172.453022
-104.91427,5,172.453042
-105.11332,22,172.48062
-110.82041,18,172.510872
-109.850555,11,172.510891
-110.70921,20,172.52439
-104.78082,21,172.565573
-93.691765,21,172.579824
-99.9958,23,172.594162
-105.952446,11,172.611898
-98.95933,31,172.611917
-104.6978,7,172.624688
-111.35622,9,172.638062
-105.854004,6,172.665121
-96.70203,14,172.706538
-116.00337,11,172.721989
-106.74126,9,172.722008
-109.01039,6,172.722014
-97.16067,20,172.764632
-100.94252,5,172.778284
-112.95827,14,172.819923
-93.99612,16,172.833978
-90.231155,18,172.861832
-102.68797,12,172.889174
-111.63519,13,172.902839
-102.33298,11,172.919637
-95.99213,18,172.919657
-104.913605,6,172.919663
-131.06921,37,172.974989
-106.29136,7,173.017029
-104.299736,21,173.018411
-99.04589,19,173.045761
-97.15233,11,173.059255
-98.43229,12,173.086955
-109.71884,9,173.10023
-83.33234,20,173.100249
-99.79375,18,173.114262
-107.55918,19,173.187484
-103.812935,6,173.201419
-103.81712,23,173.215397
-103.25687,15,173.231516
-99.451096,15,173.231552
-103.05441,6,173.301686
-113.27102,16,173.329881
-105.435555,20,173.34728
-101.97497,17,173.3473
-127.11575,21,173.389009
-100.49362,14,173.403347
-109.65251,9,173.458937
-104.80769,20,173.472002
-82.32239,30,173.472021
-105.539215,6,173.472027
-113.10093,10,173.485111
-100.99331,18,173.48513
-97.56255,8,173.513046
-104.79019,25,173.585957
-89.734184,20,173.585977
-108.73669,8,173.585983
-104.31542,9,173.614089
-100.40249,20,173.628198
-96.11157,12,173.641838
-114.941986,11,173.64186
-94.39484,14,173.670998
-111.374504,10,173.728125
-98.81053,22,173.771658
-110.05038,11,173.771678
-112.29189,18,173.771686
-109.49024,14,173.784892
-102.4639,13,173.81257
-98.27544,11,173.826145
-104.20213,5,173.853064
-103.91624,23,173.910902
-103.12379,7,173.950418
-101.60407,13,173.950438
-104.57298,22,173.950444
-109.59793,25,173.995089
-85.27685,20,174.009313
-111.99938,14,174.023461
-93.12705,20,174.052282
-110.64757,10,174.052304
-100.16117,23,174.136905
-107.24958,9,174.150281
-98.338806,12,174.180758
-107.888596,7,174.249469
-98.03609,22,174.263286
-105.79428,23,174.279349
-92.2281,21,174.295313
-102.43985,18,174.308679
-82.887695,28,174.350844
-96.12309,13,174.364329
-106.79731,6,174.377916
-114.41648,17,174.377935
-105.34591,4,174.435521
-96.27534,27,174.435545
-99.83976,12,174.449489
-107.752365,7,174.463595
-108.18213,5,174.509955
-107.89044,17,174.509976
-103.52322,16,174.57817
-84.30982,23,174.57819
-118.08899,10,174.650087
-111.27859,63,174.663774
-100.34589,11,174.663794
-112.559326,17,174.677541
-113.21568,27,174.691025
-96.162964,17,174.704839
-108.16602,10,174.719471
-90.16942,20,174.732683
-119.41932,27,174.759919
-104.98608,9,175.001404
-100.25634,5,175.030926
-104.901634,7,175.030947
-93.04127,14,175.044185
-83.54139,22,175.08466
-108.761185,19,175.127314
-94.47349,17,175.14052
-104.35472,9,175.154611
-106.8145,17,175.154631
-107.45573,14,175.195939
-111.36921,26,175.225559
-114.0284,25,175.239124
-89.654274,18,175.278165
-107.9707,17,175.278183
-99.61074,7,175.291261
-93.09287,20,175.365645
-93.38547,19,175.392352
-125.227005,21,175.436637
-96.21151,15,175.43785
-99.22289,23,175.478809
-106.074036,5,175.505988
-113.23894,19,175.506008
-92.530815,19,175.549885
-73.09974,28,175.549906
-102.01489,13,175.549912
-86.76232,21,175.577319
-104.8876,5,175.619909
-103.71675,24,175.633063
-106.05504,5,175.648526
-114.99437,18,175.692693
-100.31701,17,175.722575
-95.88635,23,175.722594
-90.785065,17,175.751484
-105.63198,18,175.765825
-114.27123,15,175.765845
-108.71324,18,175.806859
-103.90211,6,175.806878
-102.19293,4,175.864803
-83.462204,18,175.891465
-103.90828,20,175.904553
-120.22055,19,175.918714
-107.59719,6,175.977119
-96.18637,14,176.005132
-80.290726,21,176.019604
-101.51486,23,176.019623
-123.22557,10,176.047592
-124.8033,23,176.091243
-100.30918,13,176.104383
-105.00381,11,176.130952
-90.65072,26,176.130971
-105.82938,8,176.130978
-104.176834,12,176.174395
-111.24667,22,176.174415
-100.97389,11,176.174421
-101.0761,6,176.215586
-103.81938,10,176.22892
-104.32447,8,176.242418
-93.26473,17,176.286889
-107.093864,13,176.286909
-67.56384,41,176.32979
-105.55451,11,176.32981
-95.07051,9,176.369945
-112.77058,12,176.38702
-102.508156,8,176.40078
-75.766525,24,176.467451
-106.43521,24,176.515612
-105.58072,21,176.53055
-101.23855,14,176.53057
-91.93698,19,176.558399
-117.39352,27,176.558419
-113.43531,15,176.601883
-97.73566,15,176.615123
-102.519394,22,176.643876
-129.71376,23,176.696117
-110.24152,13,176.71497
-100.23778,14,176.729404
-108.00194,10,176.757264
-115.28841,23,176.798704
-82.72971,17,176.798723
-107.47057,21,176.814796
-106.97839,8,176.814816
-115.2726,19,176.869051
-101.223206,22,176.86907
-104.93209,6,176.882107
-108.25251,12,176.882126
-105.481384,6,176.895555
-109.29553,19,176.908608
-97.99882,11,176.908627
-104.77509,6,176.967014
-111.08113,13,176.980272
-101.41674,8,176.994037
-103.82438,10,177.006912
-94.378265,23,177.049261
-100.09153,13,177.08918
-109.76719,11,177.115659
-100.15448,12,177.14754
-112.635254,24,177.147559
-98.917496,20,177.147565
-95.03503,21,177.187204
-88.766174,16,177.225811
-98.33005,12,177.256214
-105.8116,8,177.256234
-100.26478,27,177.285445
-104.185455,23,177.313257
-95.570885,19,177.313276
-106.0011,7,177.354429
-92.67951,15,177.35445
-114.12447,13,177.368279
-107.37523,7,177.382382
-99.20454,12,177.396156
-106.994125,21,177.409812
-105.55366,7,177.409832
-91.63952,20,177.423397
-103.44784,6,177.455659
-97.12131,17,177.495195
-103.16797,11,177.508552
-114.017624,11,177.548673
-106.93479,15,177.565415
-105.30738,10,177.565433
-105.16205,13,177.594146
-90.12666,30,177.732148
-119.43418,23,177.732167
-108.37915,13,177.746142
-108.82284,19,177.775028
-88.79697,17,177.789064
-93.30661,18,177.816772
-90.65947,24,177.831198
-97.44269,19,177.859416
-112.1475,8,177.859435
-115.57488,12,177.903976
-109.833405,6,177.903996
-105.247345,37,177.904002
-103.74668,12,177.957746
-100.8901,8,177.973455
-112.76737,10,177.973475
-102.529526,21,178.033794
-84.02997,20,178.065701
-95.47281,48,178.134833
-103.46277,16,178.134858
-85.995026,18,178.160636
-106.23846,15,178.190881
-102.39813,20,178.190899
-106.817154,23,178.190905
-114.458,12,178.204426
-101.50885,5,178.204447
-107.562256,7,178.23228
-100.990776,21,178.259684
-100.63496,6,178.316109
-105.5467,8,178.316132
-105.48127,27,178.357351
-105.382614,4,178.369966
-101.79111,23,178.382756
-103.16297,14,178.400863
-94.15071,16,178.414365
-94.45796,19,178.454497
-106.07437,6,178.479343
-96.90621,22,178.492272
-93.99258,20,178.534094
-96.84591,14,178.561967
-84.45198,19,178.575069
-110.19984,31,178.58867
-105.512314,8,178.601652
-88.12289,19,178.616213
-85.62374,18,178.629506
-85.44383,20,178.687442
-120.21544,21,178.745366
-107.74852,12,178.745385
-101.41098,21,178.772376
-96.448044,18,178.785671
-92.618324,14,178.785691
-97.74905,15,178.842883
-89.65769,21,178.856122
-87.21638,18,178.871408
-108.49003,5,178.945486
-99.55542,9,178.973393
-85.339325,26,178.973413
-107.44731,22,179.003292
-97.656784,17,182.51653
-81.15172,21,182.531033
-107.230835,7,182.56078
-88.60134,23,182.593158
-108.81309,23,182.607746
-99.17878,6,182.607767
-98.05674,23,182.673512
-98.051346,20,182.71913
-102.51639,9,182.732005
-102.41018,12,182.771708
-108.58785,19,182.80166
-101.27738,28,182.855042
-110.3981,13,182.85506
-118.36504,19,182.855066
-112.34745,11,182.867579
-86.428085,48,182.911032
-110.004654,11,182.949695
-93.632256,18,182.975211
-88.42472,30,182.97523
-121.227135,42,183.068445
-104.54165,24,183.097976
-113.80275,17,183.097995
-105.91931,22,183.152245
-92.50653,25,183.191246
-102.55144,17,183.206658
-97.733795,27,183.220912
-123.06961,25,183.247637
-100.216156,14,183.28855
-93.91677,23,183.288569
-118.84891,27,183.31688
-108.13554,19,183.330971
-111.47984,10,183.35693
-92.4185,20,183.370259
-90.42078,18,183.400967
-116.308235,17,183.439071
-96.928246,21,183.478306
-93.226425,14,183.478325
-113.37344,10,183.534048
-105.105316,18,183.534069
-99.41693,16,183.548346
-107.54437,8,183.548367
-101.43449,17,183.590909
-117.25515,25,183.590929
-106.077866,18,183.62292
-110.67654,7,183.649056
-101.43287,13,183.721577
-90.63933,20,183.763307
-107.83016,4,183.823904
-113.06114,20,183.823923
-120.02512,18,183.878254
-98.01644,21,183.891641
-101.35959,25,183.905466
-90.15405,30,183.905485
-97.48474,43,183.920463
-98.55372,25,183.949682
-105.69426,27,184.030113
-100.80243,7,184.044908
-100.22159,24,184.057705
-90.85657,18,184.071321
-100.29959,16,184.125024
-107.22608,18,184.125044
-97.45172,26,184.17784
-125.297714,20,184.191856
-103.09999,22,184.20514
-106.785095,12,184.219044
-110.21626,24,184.219063
-86.23863,18,184.273602
-108.219986,6,184.27362
-98.40931,15,184.273627
-108.469154,12,184.286463
-100.555115,6,184.299637
-91.43662,21,184.324792
-89.04187,16,184.337231
-96.48644,14,184.365987
-112.19833,10,184.4077
-100.384605,13,184.447283
-98.15886,19,184.461551
-110.75563,14,184.46157
-121.47018,11,184.512784
-98.11635,24,184.541497
-103.82892,16,184.557533
-104.24478,10,184.583812
-97.17369,13,184.583832
-92.14046,20,184.597216
-105.37474,11,184.61054
-118.12038,20,184.737332
-104.24207,19,184.781042
-89.06654,18,184.7944
-87.13334,17,184.833626
-111.52523,22,184.859928
-99.00996,21,184.877377
-98.52632,21,184.877396
-99.74433,20,184.890301
-104.75005,9,184.916641
-104.9928,7,184.968355
-119.16987,10,184.99667
-110.388306,19,184.99669
-115.41907,52,185.009544
-114.17797,12,185.034971
-103.3804,18,185.078422
-98.58985,14,185.078456
-116.58867,9,185.119416
-92.91273,27,185.147556
-98.46231,19,185.174566
-99.273026,13,185.174585
-101.89957,12,185.174591
-87.0076,69,185.229411
-105.350365,6,185.254192
-114.10893,20,185.308873
-92.429886,18,185.323018
-89.618835,20,185.349304
-113.32329,29,185.362205
-116.35482,13,185.405097
-98.80433,24,185.445896
-107.21468,22,185.473767
-92.00049,22,185.473786
-109.02853,7,185.540536
-107.81341,17,185.540557
-94.71664,23,185.566221
-130.19426,32,185.579503
-91.801285,16,185.579522
-98.02203,10,185.609428
-108.92989,6,185.622788
-99.56169,12,185.635963
-124.68341,24,185.649611
-106.238075,8,185.73286
-115.73135,16,185.760216
-112.5386,14,185.801146
-109.73872,33,185.801165
-104.913445,16,185.857214
-88.71728,21,185.869821
-110.30201,21,185.86984
-86.59787,24,185.896659
-133.77002,41,185.964499
-103.64877,22,186.038247
-108.64708,14,186.052196
-111.34752,18,186.052214
-78.34511,20,186.077769
-110.92703,15,186.077787
-85.761185,24,186.090637
-90.00096,16,186.090657
-101.815216,19,186.159407
-108.469284,10,186.215053
-107.82552,5,186.227911
-98.00355,12,186.257134
-101.76,18,186.296185
-109.100876,19,186.310036
-108.85563,7,186.310055
-100.20074,18,186.336462
-92.78232,28,186.35123
-98.85182,8,186.365434
-103.97134,4,186.365453
-101.19902,28,186.419476
-102.40973,5,186.419496
-96.79661,11,186.486942
-89.88106,16,186.513841
-95.822495,21,186.513865
-119.71611,18,186.557756
-102.63698,12,186.584721
-103.583664,5,186.58474
-103.133,22,186.66496
-102.789185,23,186.67748
-104.38983,47,186.717167
-84.70492,17,186.74481
-123.28508,15,186.787053
-88.67123,18,186.800921
-93.64461,23,186.80094
-103.82408,30,186.82658
-96.66083,22,186.882408
-99.13681,17,186.895255
-100.94095,17,186.908954
-99.26341,18,186.959634
-106.08805,5,186.959653
-128.42717,99,187.003256
-95.53786,23,187.058558
-88.652016,17,187.058577
-95.09278,22,187.10118
-105.632576,4,187.1141
-128.21408,26,187.140402
-109.66877,20,187.153335
-98.092415,14,187.153355
-102.72292,4,187.211246
-105.12937,23,187.225047
-101.88924,12,187.267977
-95.543495,22,187.267996
-88.598755,22,187.364133
-113.281555,30,187.423023
-110.67865,23,187.436604
-90.96338,22,187.451396
-99.051926,17,187.465439
-105.51959,7,187.465459
-117.268486,48,187.465466
-85.4061,25,187.508157
-102.450714,18,187.521334
-83.05626,18,187.521353
-109.01738,5,187.534759
-109.392845,8,187.534778
-112.84374,23,187.534785
-107.74066,8,187.564106
-103.230774,7,187.662639
-106.56851,14,187.662659
-86.11575,17,187.676972
-92.853676,13,187.690575
-86.04929,16,187.748405
-86.79491,20,187.748426
-101.660225,8,187.775412
-102.27609,18,187.775431
-90.41838,17,187.775437
-98.34285,9,187.816881
-113.37568,24,187.873956
-88.8383,26,187.900553
-89.98512,18,187.914362
-94.17519,13,187.929199
-101.76216,17,187.986808
-89.174225,16,188.001292
-98.48404,24,188.014622
-92.16607,18,188.027997
-98.22047,19,188.046949
-89.16133,20,188.101685
-100.30214,9,188.172342
-90.69459,22,188.185951
-83.02338,21,188.199122
-83.97462,21,188.211926
-89.47651,21,188.225687
-85.48602,20,188.270166
-94.76541,20,188.297867
-105.24751,9,188.311881
-97.27967,9,188.325745
-99.349,10,188.374111
-101.349815,19,188.37413
-107.934616,5,188.400262
-114.13077,16,188.400282
-93.151794,13,188.400288
-92.77124,26,188.400293
-104.5951,6,188.487433
-109.063034,7,188.500691
-99.51043,10,188.514295
-106.466354,40,188.57427
-89.64988,19,188.574307
-104.76222,16,188.626521
-98.322525,16,188.626541
-104.95413,21,188.666978
-89.46344,29,188.683633
-101.32642,14,188.683652
-97.97185,14,188.711638
-108.300995,16,188.725369
-108.15474,5,188.738726
-109.96947,9,188.810717
-106.6944,9,188.852063
-83.66869,20,188.852082
-97.30065,19,188.897163
-105.05777,13,188.897183
-98.8696,12,188.911228
-126.235115,21,188.924012
-92.03265,19,188.951772
-111.635475,9,188.978987
-104.257256,30,188.993308
-108.101845,7,188.994809
-104.86556,6,189.062823
-104.41086,5,189.062843
-116.35575,54,189.077234
-88.42254,21,189.10953
-102.62822,16,189.149676
-105.175095,18,189.164042
-87.04883,18,189.203186
-99.4225,26,189.221277
-105.820366,4,189.221295
-105.02186,28,189.287925
-107.00687,7,189.300866
-113.544586,21,189.35895
-92.47562,16,189.375022
-88.92801,19,189.375042
-106.10878,26,189.433285
-92.44721,27,189.460322
-94.85227,17,189.529607
-111.70998,18,189.556573
-110.45804,25,189.570281
-121.7966,15,189.583571
-105.11461,6,189.612074
-85.83492,20,189.653789
-92.27631,22,189.668724
-104.7307,4,189.668744
-110.361404,10,189.722608
-91.67328,22,189.765845
-121.77363,18,189.80666
-95.74082,19,189.834974
-125.06702,62,189.865216
-105.4699,8,189.878906
-101.038055,18,189.905647
-111.13961,9,189.932722
-106.64306,4,189.932741
-86.60144,22,189.97742
-110.27669,23,189.991139
-132.48486,40,189.991158
-63.638996,55,189.991164
-111.70012,10,190.004376
-103.20232,6,190.018056
-91.36943,22,190.031362
-92.231255,15,190.04626
-105.661224,9,190.062749
-106.14349,6,190.076615
-108.848976,8,190.118251
-104.40028,9,190.11827
-110.70899,10,190.131654
-110.83701,8,190.145362
-103.252426,18,190.16135
-100.95702,11,190.174217
-114.45108,8,190.174236
-89.3336,14,190.27231
-102.1687,11,190.27233
-95.877304,12,190.286731
-108.221695,8,190.286751
-105.64491,10,190.286757
-105.89877,12,190.299879
-106.239815,4,190.353162
-105.02021,7,190.384839
-99.57877,24,190.384863
-96.868935,32,190.42586
-110.084236,11,190.439541
-105.950455,6,190.43956
-90.22949,21,190.452775
-99.58389,7,190.482544
-108.88035,24,190.509771
-93.300514,19,190.536368
-106.78189,12,190.549464
-94.59825,21,190.56316
-100.9025,11,190.606146
-97.7665,9,190.606165
-117.46979,14,190.633576
-97.710205,26,190.647233
-101.28007,10,190.673396
-102.759796,9,190.673416
-109.06809,17,190.673422
-116.57731,20,190.703086
-98.66194,7,190.72968
-109.41489,6,190.757232
-106.46894,12,190.770731
-107.357445,5,190.841245
-104.20648,20,190.841265
-103.28627,26,190.868833
-92.63512,20,190.927369
-92.09564,14,190.927389
-104.72814,21,190.968442
-99.07139,9,190.968462
-120.605896,27,190.981414
-97.084755,23,190.998163
-97.281006,17,190.998183
-105.61332,24,191.04038
-109.55987,9,191.055181
-107.20517,10,191.124028
-101.56801,17,191.164921
-102.7007,22,191.17908
-96.63979,24,191.179099
-108.88035,14,191.19234
-112.648544,13,191.223649
-107.03145,20,191.252155
-105.43534,9,191.252174
-95.87935,18,191.310641
-99.176216,9,191.350438
-103.12829,25,191.350457
-125.18838,13,191.378837
-107.12087,5,191.424389
-99.981255,15,191.46651
-100.61171,20,191.46653
-95.60548,24,191.520099
-85.6295,26,191.535647
-101.713104,9,191.550728
-102.38336,12,191.550748
-103.01064,7,191.564259
-108.269775,22,191.564278
-85.59503,21,191.604844
-102.16513,7,191.66288
-120.89413,18,191.717054
-102.59674,57,191.773573
-117.95039,31,191.787027
-96.62814,23,191.843345
-91.34738,18,191.856965
-106.84698,24,191.87021
-97.23965,23,191.87023
-118.13737,10,191.910282
-107.91182,26,191.924194
-109.17194,29,191.955625
-88.40254,20,191.996752
-105.383446,6,192.01024
-107.134254,8,192.023341
-94.3802,22,192.095507
-107.03298,17,192.10955
-107.19663,18,192.123377
-105.3919,22,192.1547
-104.68382,21,192.15472
-111.67438,10,192.237142
-114.70353,19,192.266036
-86.54375,23,192.280613
-111.13896,14,192.321753
-107.81921,12,192.321772
-104.79122,22,192.321778
-120.98107,50,192.367774
-87.74156,24,192.367793
-97.29072,16,192.382444
-93.32359,20,192.396267
-100.62609,12,192.640036
-100.24921,8,192.640057
-101.23241,6,192.654716
-97.730995,20,192.724172
-106.80691,16,192.750768
-99.71181,25,192.834619
-96.30151,15,192.847971
-98.79576,23,192.847991
-98.78983,20,192.875825
-99.84382,14,192.91676
-94.183586,21,192.93008
-80.61741,22,192.956242
-77.394165,29,192.969285
-94.712,30,192.998881
-104.8394,19,193.012436
-106.139656,6,193.012454
-102.67161,4,193.01246
-117.789894,13,193.025032
-99.52075,22,193.139024
-106.28682,8,193.139044
-105.4036,22,193.152257
-113.171036,15,193.179378
-107.36842,14,193.197526
-107.44189,15,193.224118
-103.934044,24,193.252413
-82.918304,18,193.266933
-80.73614,29,193.280283
-86.771385,19,193.280302
-103.50584,10,193.365517
-105.996895,14,193.379477
-107.59452,19,193.409959
-84.96483,19,193.423798
-116.5486,13,193.437631
-103.28361,11,193.437651
-107.27364,26,193.502886
-101.17781,6,193.518502
-121.54603,17,193.518522
-90.81213,19,193.53119
-112.74887,24,193.531209
-99.49174,14,193.558456
-108.54847,12,193.57237
-82.23763,21,193.670891
-112.71193,22,193.726798
-103.90445,15,193.726817
-86.60582,24,193.769155
-108.93138,7,193.769174
-86.6334,19,193.76918
-95.59215,17,193.795768
-111.27495,8,193.839761
-121.614876,23,193.839782
-100.486824,23,193.853442
-88.78943,24,193.908072
-87.530365,27,193.908091
-99.290474,11,193.921056
-101.13306,8,193.950515
-104.1584,6,193.990237
-109.157074,14,193.990256
-116.95351,19,194.032575
-115.6541,14,194.047648
-104.80133,22,194.07549
-84.48663,26,194.089428
-112.50186,20,194.115475
-104.677216,5,194.14561
-94.25458,19,194.1723
-93.07215,17,194.225819
-100.11565,7,194.239183
-107.32063,25,194.270832
-83.88508,26,194.310759
-105.61409,14,194.310779
-101.8226,6,194.310786
-110.26876,21,194.379729
-108.25511,6,194.39335
-88.955414,25,194.393368
-96.13812,27,194.407104
-102.379425,30,194.407123
-93.17446,19,194.434108
-116.63956,14,194.434126
-104.71082,10,194.446952
-102.50397,5,194.462132
-98.175644,8,194.51602
-105.490204,6,194.516038
-97.44166,21,194.601228
-102.087395,27,194.642862
-94.100716,17,194.68165
-103.48645,20,194.696297
