#{"t_start": 1741225153.7852576, "env_id": "None"}
r,l,t
356.00223,199,6969.937597
352.8153,199,6970.434109
353.1717,199,6970.578962
358.72263,199,6974.031787
353.44327,199,6974.031811
351.6643,199,6974.267587
348.12622,199,6974.766901
348.10022,199,6975.082648
345.96387,199,6975.226748
342.70267,199,6975.308454
342.30005,199,6975.915375
341.98502,199,6976.41749
339.00378,199,6976.565635
332.3271,199,6976.661636
340.66165,199,6976.661656
333.2435,199,6976.904168
336.3972,199,6977.40913
339.51688,199,6977.726449
339.01404,199,6977.874499
338.22296,199,6977.960984
336.85913,199,6978.558983
338.09222,199,6979.061158
339.56046,199,6979.206128
341.78674,199,6980.83095
339.01416,199,6980.830971
333.2688,199,6981.074219
340.94766,199,6981.583733
339.31674,199,6981.904069
330.76425,199,6982.047431
339.6289,199,6982.12682
339.2141,199,6982.734542
332.56244,199,6983.232811
337.79007,199,6983.382294
340.93604,199,6983.47669
337.41748,199,6983.476711
335.12234,199,6983.715985
346.00864,199,6984.220742
331.28577,199,6984.544911
347.33746,199,6984.692246
338.50967,199,6984.773534
338.204,199,6985.386225
339.86343,199,6985.908733
337.08936,199,6986.055029
336.00867,199,6986.148436
339.415,199,6986.148462
334.93964,199,6986.392563
338.7633,199,6986.897846
341.49872,199,6987.211801
338.36108,199,6987.360951
333.76987,199,6987.441796
339.86154,199,6988.045718
337.62482,199,6988.546683
333.96286,199,6988.688744
339.90396,199,6988.784138
333.2597,199,6988.784159
334.4591,199,6989.028808
333.32535,199,6989.523725
334.58154,199,6989.841493
334.0714,199,6989.986797
339.5216,199,6990.067657
339.39114,199,6990.673052
342.9465,199,6991.177539
326.6554,199,6991.321139
333.10352,199,6991.414209
336.4038,199,6991.414229
331.5359,199,6991.662672
341.32193,199,6992.169543
340.13556,199,6992.487632
340.4373,199,6992.636659
340.03476,199,6992.717566
335.97174,199,6993.323349
340.3929,199,6993.82585
334.68195,199,6993.971696
332.35638,199,6994.060155
341.5753,199,6994.060175
343.8374,199,6995.824826
342.4293,199,6996.323175
339.64062,199,6996.635891
344.91107,199,6996.782622
340.25525,199,6996.859891
339.4556,199,6997.471464
338.60645,199,6997.971747
341.98495,199,6998.121412
341.60907,199,6998.212405
341.4017,199,6998.212425
339.79465,199,6998.456352
337.04218,199,6998.951172
345.79327,199,6999.274533
332.888,199,6999.421895
337.6707,199,6999.504249
332.13034,199,7000.107859
333.85376,199,7000.602454
336.8677,199,7000.747113
340.08453,199,7000.84092
336.3876,199,7000.84094
340.24985,199,7001.07639
335.03574,199,7001.577314
342.10974,199,7001.890933
337.0826,199,7002.033839
339.3194,199,7002.113409
339.36456,199,7002.721639
338.7315,199,7003.221714
335.80853,199,7003.371049
343.38416,199,7003.462107
328.6348,199,7003.462127
342.2247,199,7003.709502
341.69507,199,7004.215382
337.05582,199,7004.535757
335.88745,199,7004.680751
337.79376,199,7004.760175
332.64798,199,7005.362096
339.25116,199,7005.857924
332.35522,199,7006.005591
336.35147,199,7006.102899
333.01788,199,7006.10292
336.06866,199,7006.341725
330.67966,199,7006.837054
340.41904,199,7007.157055
341.29688,199,7007.306615
338.07596,199,7007.389254
342.82965,199,7007.998159
338.26968,199,7008.504376
341.18674,199,7008.652632
335.25696,199,7008.746385
337.45828,199,7008.746406
332.91467,199,7010.502232
337.39157,199,7011.018241
344.32837,199,7011.355496
335.11295,199,7011.526908
333.30978,199,7011.617419
335.1702,199,7012.228072
335.97894,199,7012.748486
330.39157,199,7012.891864
333.44424,199,7012.983243
339.88705,199,7012.983265
334.97635,199,7013.231931
342.11444,199,7013.737895
340.132,199,7014.057035
335.40588,199,7014.201275
337.83737,199,7014.282155
337.51428,199,7014.889375
337.05737,199,7015.393776
333.5284,199,7015.5437
336.17578,199,7015.639758
336.07687,199,7015.639779
337.98877,199,7015.897235
349.7492,199,7016.416374
341.08823,199,7016.750096
335.6252,199,7016.900381
342.02066,199,7016.981404
341.13336,199,7017.612034
336.25238,199,7018.130176
342.38876,199,7018.280387
333.979,199,7018.380726
341.10925,199,7018.380747
338.50165,199,7018.629138
332.76834,199,7019.15044
338.71118,199,7019.476226
338.03104,199,7019.626852
339.8135,199,7019.711108
342.23517,199,7020.335323
337.90436,199,7020.855062
335.38818,199,7021.005309
336.26834,199,7021.101549
340.97012,199,7021.10157
333.56628,199,7021.351252
338.62924,199,7021.870279
334.92502,199,7022.201078
342.52374,199,7022.349104
338.811,199,7022.434626
336.8379,199,7023.060868
335.5134,199,7023.576533
337.9298,199,7023.7324
336.52063,199,7023.829479
340.8917,199,7023.829499
342.73938,199,7025.645978
338.2328,199,7026.163109
346.52145,199,7026.485961
332.19153,199,7026.637205
331.8701,199,7026.722873
336.48633,199,7027.346539
336.41913,199,7027.86934
341.3828,199,7028.0215
346.80304,199,7028.115132
335.97675,199,7028.115153
343.6263,199,7028.36705
337.66287,199,7028.882691
331.4986,199,7029.217096
337.79303,199,7029.363677
339.01135,199,7029.448582
335.16785,199,7030.072229
341.3628,199,7030.586184
337.20007,199,7030.739348
332.7424,199,7030.837392
340.18842,199,7030.837412
338.52927,199,7031.092245
336.30447,199,7031.611837
334.62094,199,7031.938145
337.21332,199,7032.085868
338.21124,199,7032.168726
345.22238,199,7032.796293
337.41647,199,7033.315298
339.13907,199,7033.465161
334.44296,199,7033.557997
338.88766,199,7033.558019
338.51407,199,7033.807634
333.6872,199,7034.32834
334.89554,199,7034.659307
333.68515,199,7034.81344
338.03473,199,7034.894309
341.4806,199,7039.038119
341.82614,199,7039.538481
343.86996,199,7039.681187
342.62506,199,7039.775543
340.98853,199,7039.775564
344.0228,199,7040.014005
344.4269,199,7040.510829
350.53967,199,7040.830142
354.7542,199,7040.983927
354.3889,199,7041.063118
359.18808,199,7041.662027
352.49237,199,7042.161203
357.1782,199,7042.303478
352.24622,199,7042.398785
351.47037,199,7042.398805
351.02225,199,7044.169138
351.40552,199,7044.667345
351.32315,199,7044.985205
353.28915,199,7045.13235
353.40033,199,7045.215111
348.90027,199,7045.815369
354.3725,199,7046.312482
358.5931,199,7046.462333
357.08087,199,7046.552053
348.58813,199,7046.552073
351.9284,199,7046.796437
350.56995,199,7047.295335
353.0719,199,7047.618712
355.29044,199,7047.762894
355.98535,199,7047.841034
352.7853,199,7048.446841
353.64566,199,7048.947022
350.821,199,7049.095371
355.8971,199,7049.188303
358.56036,199,7049.188323
356.08,199,7049.426042
356.7993,199,7049.929294
358.22113,199,7050.24432
356.27457,199,7050.387587
354.71515,199,7050.466762
356.74387,199,7051.070874
354.63046,199,7051.670671
352.97336,199,7051.819374
355.50702,199,7051.912734
353.62964,199,7051.912755
353.96622,199,7052.150427
352.96332,199,7052.652088
353.53555,199,7052.967637
355.75696,199,7053.114393
349.68307,199,7053.19128
352.08566,199,7053.81833
352.11176,199,7054.31647
355.02057,199,7054.462525
351.14682,199,7054.557224
353.6624,199,7054.557249
353.51968,199,7054.800519
356.9409,199,7055.302212
351.10928,199,7055.619958
357.476,199,7055.765954
353.5517,199,7055.844551
356.13467,199,7056.442266
353.4909,199,7056.931537
353.10934,199,7057.079447
352.11325,199,7057.173501
355.49872,199,7057.173521
350.66663,199,7057.417421
355.5923,199,7059.418606
352.02136,199,7059.730085
348.3234,199,7059.872585
348.76257,199,7059.951206
359.35522,199,7060.554519
351.9006,199,7061.051093
354.58966,199,7061.196678
354.96478,199,7061.289415
355.68317,199,7061.289435
348.44415,199,7061.527937
353.7765,199,7062.027001
358.80188,199,7062.341626
354.43225,199,7062.486359
347.6509,199,7062.564846
355.22055,199,7063.168745
352.79367,199,7063.667364
356.9098,199,7063.811263
351.77713,199,7063.904716
352.2695,199,7063.904736
349.89117,199,7064.144418
353.48224,199,7064.644143
353.13965,199,7064.963353
352.40707,199,7065.107841
352.88528,199,7065.188489
353.11166,199,7065.791886
354.61203,199,7066.284581
353.90524,199,7066.432554
358.86597,199,7066.525681
353.0206,199,7066.525702
354.58844,199,7066.765483
348.1005,199,7067.268191
351.2551,199,7067.585963
353.23145,199,7067.731695
352.65378,199,7067.813538
353.4147,199,7068.411278
353.84592,199,7068.905511
359.6597,199,7069.054071
355.9626,199,7069.148885
353.89517,199,7069.148905
355.8904,199,7069.387158
356.444,199,7069.887532
359.64032,199,7070.196806
357.48013,199,7070.339465
357.07642,199,7070.41753
353.81982,199,7071.024698
351.69373,199,7071.571249
356.92767,199,7071.720592
353.5415,199,7071.812307
353.26593,199,7071.812329
353.61862,199,7072.049105
356.33704,199,7074.06763
359.09116,199,7074.384371
351.86194,199,7074.528872
354.19577,199,7074.608651
351.93024,199,7075.217555
354.2622,199,7075.718689
351.84216,199,7075.866837
355.2018,199,7075.962357
354.80096,199,7075.962378
352.41418,199,7076.209517
349.07422,199,7076.719668
355.11432,199,7077.047127
352.92584,199,7077.203605
351.39743,199,7077.283451
349.94083,199,7077.908704
356.1441,199,7078.416055
353.23444,199,7078.568482
351.42474,199,7078.662565
352.4289,199,7078.662584
355.3881,199,7078.910105
353.01822,199,7079.429297
353.65546,199,7079.753803
354.74536,199,7079.901215
352.58163,199,7079.9826
354.8767,199,7080.605511
356.49152,199,7081.122885
353.64215,199,7081.273833
353.63516,199,7081.369782
354.86993,199,7081.369802
350.25644,199,7081.616251
350.87906,199,7082.139298
357.60358,199,7082.461832
351.5556,199,7082.611673
350.41287,199,7082.695345
349.42636,199,7083.325457
351.49536,199,7083.839668
355.44205,199,7083.988881
351.07513,199,7084.084321
354.17017,199,7084.084343
354.79916,199,7084.339156
358.41287,199,7084.861408
358.69052,199,7085.186872
352.83383,199,7085.337195
357.28918,199,7085.420337
355.59885,199,7086.046085
358.6683,199,7086.558521
353.95233,199,7086.7061
354.9335,199,7086.802429
353.96912,199,7086.802449
357.3116,199,7087.050967
349.824,199,7089.129665
353.7666,199,7089.457088
352.2592,199,7089.605283
350.32098,199,7089.689321
354.74673,199,7090.309814
352.46423,199,7090.821522
356.58148,199,7090.971081
353.54974,199,7091.072158
350.70682,199,7091.072178
354.8306,199,7091.324228
351.84305,199,7091.843414
357.12802,199,7092.169709
351.03098,199,7092.318299
355.22308,199,7092.400923
359.06635,199,7093.022059
353.92877,199,7093.541911
351.01852,199,7093.688445
356.30545,199,7093.783917
351.55832,199,7093.783938
355.3213,199,7094.028742
351.08078,199,7094.550309
355.86453,199,7094.876808
347.78427,199,7095.027504
349.31198,199,7095.111203
350.908,199,7095.735983
356.2838,199,7096.2518
357.41745,199,7096.404151
358.8839,199,7096.497634
357.91238,199,7096.497655
355.8612,199,7096.746667
352.7035,199,7097.273865
354.98904,199,7097.60257
352.02127,199,7097.758318
348.61075,199,7097.840121
355.35034,199,7098.473112
355.33533,199,7098.985566
356.94107,199,7099.13333
351.23697,199,7099.229125
358.8306,199,7099.229145
349.79996,199,7099.477071
349.77106,199,7103.45405
355.65833,199,7103.774411
349.25204,199,7103.924827
355.11804,199,7104.007299
360.2148,199,7104.615769
355.59497,199,7105.116205
358.06195,199,7105.262438
351.06848,199,7105.355154
346.0149,199,7105.355174
351.63388,199,7105.594008
354.46408,199,7107.638811
357.2152,199,7107.952945
357.05603,199,7108.099385
354.71637,199,7108.179127
355.54654,199,7108.781531
350.65018,199,7109.277213
352.32623,199,7109.425262
353.80222,199,7109.520868
358.53775,199,7109.520888
355.02386,199,7109.761537
351.89734,199,7110.257633
350.95584,199,7110.572606
353.1569,199,7110.717236
353.2796,199,7110.799595
356.8264,199,7111.404377
353.15515,199,7111.900569
352.32532,199,7112.0482
354.91248,199,7112.142439
353.41818,199,7112.142459
353.193,199,7112.388527
355.88342,199,7112.887621
355.29697,199,7113.202449
354.63495,199,7113.347138
353.5356,199,7113.426045
356.66443,199,7114.03021
350.6212,199,7114.523009
352.19992,199,7114.672274
353.18192,199,7114.765664
354.66144,199,7114.765684
351.50424,199,7115.009667
352.45663,199,7115.513753
353.31772,199,7115.828158
350.67163,199,7115.974436
349.28094,199,7116.05607
354.95297,199,7116.663456
353.4925,199,7117.16387
354.97275,199,7117.306517
349.6349,199,7117.400478
352.69757,199,7117.400498
357.58212,199,7117.641582
356.44565,199,7118.164553
355.10248,199,7118.476811
354.26453,199,7118.622627
350.8783,199,7118.70361
355.71533,199,7119.310275
355.06583,199,7119.813996
352.35117,199,7119.960506
356.073,199,7120.054731
353.7594,199,7120.054752
347.62,199,7120.298646
355.7372,199,7122.3165
354.92758,199,7122.632534
356.79187,199,7122.778987
357.65363,199,7122.860656
348.34308,199,7123.460811
349.74493,199,7123.955603
348.0412,199,7124.101694
350.8605,199,7124.192961
354.78952,199,7124.192996
351.60062,199,7124.429032
353.4405,199,7124.921702
353.71118,199,7125.236753
351.3845,199,7125.377446
356.65472,199,7125.45882
352.15787,199,7126.054695
356.8366,199,7126.551708
354.26163,199,7126.701382
356.6104,199,7126.792967
354.13333,199,7126.792986
357.90118,199,7127.033117
355.4831,199,7127.542243
348.67694,199,7127.858293
352.64874,199,7128.000594
351.39816,199,7128.080861
352.66455,199,7128.683108
351.00046,199,7129.189081
352.99487,199,7129.339761
354.55,199,7129.430085
349.91095,199,7129.430105
350.88303,199,7129.67066
350.68704,199,7130.177178
353.8534,199,7130.493108
357.76227,199,7130.639576
348.84332,199,7130.717962
353.5602,199,7131.317461
352.5155,199,7131.805935
353.61487,199,7131.948283
350.08087,199,7132.039661
353.14124,199,7132.039681
354.30008,199,7132.280754
353.24222,199,7132.77509
357.2366,199,7133.09246
352.79044,199,7133.241185
351.24658,199,7133.322293
348.76172,199,7133.926957
354.93344,199,7134.425263
351.11493,199,7134.567577
358.17047,199,7134.659191
360.7089,199,7134.659211
354.5825,199,7134.906461
355.25427,199,7136.910277
354.3464,199,7137.225538
351.92584,199,7137.367849
350.00174,199,7137.44868
354.7934,199,7138.050096
356.48993,199,7138.548209
356.07962,199,7138.693273
350.04318,199,7138.787884
356.09012,199,7138.787904
350.49277,199,7139.027737
352.40747,199,7139.526279
355.10474,199,7139.846129
352.55548,199,7139.994012
354.525,199,7140.069409
355.92065,199,7140.668993
356.89453,199,7141.161695
353.399,199,7141.307275
356.55148,199,7141.40505
355.4428,199,7141.405071
353.66193,199,7141.644213
354.59567,199,7142.141813
355.2265,199,7142.459115
353.12805,199,7142.604515
353.269,199,7142.682603
356.90323,199,7143.286824
354.86472,199,7143.786118
352.7346,199,7143.930795
350.57422,199,7144.023595
356.8808,199,7144.023616
353.2548,199,7144.263186
352.02707,199,7144.764934
355.3012,199,7145.08384
350.8256,199,7145.231401
355.328,199,7145.315747
351.67212,199,7145.917995
354.9536,199,7146.411302
352.23386,199,7146.554443
346.725,199,7146.647359
356.34183,199,7146.647379
353.18814,199,7146.888026
352.38153,199,7147.38598
354.43988,199,7147.703865
352.12692,199,7147.851574
353.77316,199,7147.9339
353.12885,199,7148.531631
353.43112,199,7149.036768
355.8154,199,7149.182975
355.6385,199,7149.274779
348.87808,199,7149.274799
352.1845,199,7149.51887
352.95386,199,7151.520702
357.203,199,7151.834895
358.50592,199,7152.076863
355.75153,199,7152.157521
350.50992,199,7152.756405
356.4606,199,7153.251998
356.34204,199,7153.396646
354.54202,199,7153.493194
353.8301,199,7153.493214
353.54865,199,7153.736015
356.10492,199,7154.236213
356.00348,199,7154.544863
355.52356,199,7154.69408
352.90564,199,7154.773403
350.32593,199,7155.366889
349.94287,199,7155.861257
353.20663,199,7156.004738
352.79056,199,7156.100116
346.59888,199,7156.100136
351.59726,199,7156.346417
358.79962,199,7156.850079
357.14972,199,7157.164408
357.21405,199,7157.311649
344.40106,199,7157.38787
359.44946,199,7157.986323
350.47263,199,7158.485828
352.7696,199,7158.630827
356.61346,199,7158.724094
356.2377,199,7158.724113
353.55927,199,7158.960579
350.9558,199,7159.457817
349.05884,199,7159.77464
350.46985,199,7159.919408
352.64337,199,7159.998153
354.3324,199,7160.613982
356.0608,199,7161.11744
350.38666,199,7161.262547
353.67966,199,7161.358901
351.05682,199,7161.358921
356.27988,199,7161.601675
358.68472,199,7162.105241
355.0133,199,7162.418927
355.65826,199,7162.569715
352.18832,199,7162.647664
355.3079,199,7163.25798
355.79453,199,7167.115149
352.11987,199,7167.257335
357.43652,199,7167.348599
354.1455,199,7167.34862
354.04227,199,7167.584293
353.1605,199,7168.081818
356.6566,199,7169.912512
354.4504,199,7170.05811
354.58353,199,7170.137984
354.64352,199,7170.727787
354.86856,199,7171.222419
351.1144,199,7171.367156
354.28772,199,7171.45809
353.68387,199,7171.45811
357.04132,199,7171.699503
353.137,199,7172.197226
352.81238,199,7172.509521
357.8058,199,7172.656475
357.6509,199,7172.736559
357.9242,199,7173.333963
351.91028,199,7173.835505
355.02252,199,7173.978095
352.71063,199,7174.071586
355.8036,199,7174.071606
352.36905,199,7174.31487
356.82147,199,7174.811052
357.2495,199,7175.124042
351.87112,199,7175.270929
354.1191,199,7175.348362
352.2035,199,7175.950443
358.34793,199,7176.443495
356.45712,199,7176.588148
354.59436,199,7176.679782
356.3264,199,7176.679803
358.59235,199,7176.921701
349.92294,199,7177.41885
356.41565,199,7177.727862
356.218,199,7177.876145
354.96127,199,7177.954982
352.51334,199,7178.56582
354.34406,199,7179.064096
350.9499,199,7179.207305
353.58344,199,7179.303383
351.9094,199,7179.303404
354.96646,199,7179.542948
349.8191,199,7180.043578
356.853,199,7180.359149
355.2462,199,7180.510138
359.6292,199,7180.587418
353.3697,199,7181.193062
356.1757,199,7181.696819
351.8551,199,7181.842143
355.2487,199,7181.935099
349.8855,199,7181.93512
352.78436,199,7182.180122
352.72552,199,7182.67575
348.7118,199,7184.500027
354.80887,199,7184.645135
351.9809,199,7184.723617
351.64297,199,7185.32279
359.02524,199,7185.81672
353.90106,199,7185.958031
352.92493,199,7186.053389
353.90274,199,7186.053409
355.45346,199,7186.290152
354.64136,199,7186.788596
357.48654,199,7187.103107
351.24118,199,7187.247293
353.22946,199,7187.329439
353.62198,199,7187.936454
353.7008,199,7188.432042
355.6383,199,7188.575942
355.07593,199,7188.671382
360.93976,199,7188.671405
352.71,199,7188.909621
355.7064,199,7189.410801
355.953,199,7189.726831
354.70505,199,7189.871201
356.0392,199,7189.949968
350.79816,199,7190.554584
355.97247,199,7191.044422
353.26224,199,7191.188501
346.53333,199,7191.282674
352.54648,199,7191.282694
350.7776,199,7191.524929
353.66333,199,7192.027879
355.18402,199,7192.335605
353.2489,199,7192.477431
351.92075,199,7192.556001
358.38358,199,7193.153442
354.00735,199,7193.647074
356.14066,199,7193.793769
355.72482,199,7193.89066
350.8067,199,7193.890679
349.57016,199,7194.130162
349.4147,199,7194.631048
356.67404,199,7194.944254
350.66382,199,7195.089987
353.02292,199,7195.171512
353.99374,199,7195.770878
354.20404,199,7196.270083
357.8734,199,7196.41283
356.18857,199,7196.505025
358.8908,199,7196.505045
346.41766,199,7196.74368
355.97723,199,7197.240272
349.96436,199,7199.082717
354.54385,199,7199.228738
356.0813,199,7199.309958
350.77182,199,7199.91432
349.28433,199,7200.414862
358.5477,199,7200.558287
355.20395,199,7200.649192
346.40436,199,7200.649212
355.16376,199,7200.888223
358.84375,199,7201.379373
357.07108,199,7201.690618
356.27603,199,7201.84164
354.09726,199,7201.921895
356.3918,199,7202.520412
351.15524,199,7203.015003
352.52325,199,7203.158879
347.81857,199,7203.252201
354.90823,199,7203.252222
355.33743,199,7203.493123
353.02206,199,7203.994822
355.42535,199,7204.306334
354.1697,199,7204.451782
351.74564,199,7204.528684
352.7134,199,7205.128355
359.49243,199,7205.620821
357.9381,199,7205.765438
357.57578,199,7205.85953
351.68384,199,7205.85955
352.44022,199,7206.098814
353.68356,199,7206.609877
359.53778,199,7206.92442
355.35223,199,7207.07084
353.0858,199,7207.151475
353.32248,199,7207.752276
353.37933,199,7208.246425
354.3324,199,7208.389673
353.4569,199,7208.483234
350.08246,199,7208.483254
355.7274,199,7208.720727
357.46915,199,7209.22043
349.39163,199,7209.53727
355.10815,199,7209.680005
354.33786,199,7209.761845
351.0236,199,7210.369697
353.1769,199,7210.870866
359.01428,199,7211.014242
349.92215,199,7211.10601
353.42908,199,7211.106031
349.4088,199,7211.348898
352.6274,199,7211.847193
357.3311,199,7213.668018
346.3564,199,7213.812491
353.3489,199,7213.890659
351.40225,199,7214.493907
353.0727,199,7214.991772
349.07596,199,7215.137139
356.88556,199,7215.231284
352.71063,199,7215.231305
357.7927,199,7215.469816
351.0185,199,7215.969541
352.82715,199,7216.276701
355.79712,199,7216.42231
353.14746,199,7216.501816
352.0602,199,7217.107086
355.35757,199,7217.599767
359.04947,199,7217.747157
356.97226,199,7217.839494
354.42804,199,7217.839514
354.76334,199,7218.07648
349.2696,199,7218.571897
358.49442,199,7218.886802
352.28012,199,7219.032222
352.43448,199,7219.11392
347.63177,199,7219.714186
353.89493,199,7220.214372
353.20584,199,7220.362279
359.63272,199,7220.455134
354.27734,199,7220.455154
359.19968,199,7220.694671
358.46555,199,7221.193058
350.41885,199,7221.507958
358.17502,199,7221.653292
351.47897,199,7221.735044
354.01376,199,7222.342724
351.8728,199,7222.839949
350.36755,199,7222.98718
364.01736,199,7223.079187
358.33838,199,7223.079208
357.54684,199,7223.314993
349.67804,199,7223.814983
351.7259,199,7224.129083
356.6239,199,7224.271986
352.8621,199,7224.351419
355.22897,199,7224.947268
352.65933,199,7225.433178
356.19553,199,7225.577483
361.42734,199,7225.670243
350.3975,199,7225.670264
355.3309,199,7225.903697
354.4966,199,7226.395238
350.1262,199,7231.577511
357.80252,199,7231.72267
351.22415,199,7231.804341
355.7451,199,7232.408304
350.58868,199,7232.903447
350.57816,199,7233.046609
350.22357,199,7233.136825
348.40042,199,7233.136845
355.07376,199,7233.386025
347.6893,199,7233.885994
345.43716,199,7234.197403
346.52313,199,7234.34193
350.11188,199,7234.420917
350.56158,199,7235.015865
346.83545,199,7235.513697
347.77716,199,7235.657018
354.4972,199,7235.750437
353.76547,199,7235.750457
348.9977,199,7235.990463
350.36206,199,7236.480843
354.746,199,7236.793838
351.13297,199,7236.939891
345.97174,199,7237.017736
351.60098,199,7237.62789
351.24704,199,7238.122114
349.45825,199,7238.266126
350.98413,199,7238.361197
353.28912,199,7238.361218
351.20874,199,7238.60053
349.3398,199,7239.098083
351.85306,199,7239.414126
353.711,199,7239.562141
353.51654,199,7239.638426
353.90775,199,7240.244374
347.49786,199,7240.740759
351.0095,199,7240.885615
346.19952,199,7240.977299
353.73093,199,7240.977319
350.3388,199,7241.21587
352.73145,199,7241.715498
351.4731,199,7242.028683
348.86197,199,7242.168945
353.83963,199,7242.24938
352.30222,199,7242.857095
351.78934,199,7243.351133
352.39297,199,7243.49672
349.39777,199,7243.589511
348.055,199,7243.589532
350.46335,199,7243.825743
346.09222,199,7244.316992
350.18054,199,7244.629894
348.99915,199,7246.286718
353.66467,199,7246.367908
352.87238,199,7246.958815
349.36676,199,7247.459059
354.49905,199,7247.600643
351.76758,199,7247.692234
347.79205,199,7247.692254
352.82413,199,7247.932083
351.65863,199,7248.422132
349.94525,199,7248.733819
351.98227,199,7248.877527
351.13184,199,7248.95834
345.7532,199,7249.553261
348.49817,199,7250.048507
351.49365,199,7250.193496
348.71356,199,7250.284671
349.4202,199,7250.284691
349.80353,199,7250.526155
356.30966,199,7251.023703
352.6674,199,7251.33696
344.65195,199,7251.480417
349.69293,199,7251.55689
347.7202,199,7252.15876
346.39447,199,7252.652085
347.51788,199,7252.800067
346.76038,199,7252.893811
353.30258,199,7252.893831
355.9852,199,7253.131495
353.562,199,7253.72604
347.7542,199,7254.037401
348.81772,199,7254.180315
350.56613,199,7254.260966
357.46375,199,7254.869612
349.0044,199,7255.364146
351.39075,199,7255.512186
347.8732,199,7255.603681
355.34967,199,7255.603701
349.74683,199,7255.845602
350.07904,199,7256.337018
350.6454,199,7256.642613
342.14056,199,7256.787145
350.17957,199,7256.867492
348.2757,199,7257.460747
347.98514,199,7257.957383
353.5432,199,7258.099221
357.5158,199,7258.195919
346.40533,199,7258.195938
347.30685,199,7258.438317
356.01355,199,7258.933124
355.71094,199,7259.250046
348.1841,199,7260.898961
351.23257,199,7260.980391
349.3634,199,7261.576175
353.45877,199,7262.071336
352.393,199,7262.214958
345.90164,199,7262.30806
358.61932,199,7262.308081
346.86865,199,7262.544199
352.81708,199,7263.037874
351.84598,199,7263.349712
348.87637,199,7263.491353
348.9898,199,7263.571517
350.32352,199,7264.172245
355.15338,199,7264.662818
348.61002,199,7264.80345
354.39664,199,7264.896861
349.6458,199,7264.896881
351.45068,199,7265.133337
351.4074,199,7265.634921
347.29828,199,7265.947585
354.57773,199,7266.093688
347.22766,199,7266.171695
356.05496,199,7266.768527
351.14127,199,7267.259931
349.9609,199,7267.405364
351.7409,199,7267.496494
350.20465,199,7267.496529
351.2065,199,7267.731909
353.26614,199,7268.224528
353.7459,199,7268.540175
348.99463,199,7268.685108
355.07617,199,7268.764899
352.36316,199,7269.359545
345.696,199,7269.858436
353.59494,199,7270.002674
346.09348,199,7270.094102
350.0917,199,7270.094122
354.94305,199,7270.329401
350.2575,199,7270.823277
353.43042,199,7271.134418
351.18005,199,7271.282714
346.9128,199,7271.362107
350.02856,199,7271.954067
351.32196,199,7272.449572
353.8436,199,7272.589944
351.01938,199,7272.681654
353.58865,199,7272.681674
352.80093,199,7272.922147
346.9262,199,7273.414029
347.28333,199,7273.725712
353.2137,199,7273.872578
347.30066,199,7275.456276
347.37708,199,7276.049463
350.28827,199,7276.539262
350.32675,199,7276.682459
358.21194,199,7276.774582
352.79413,199,7276.774602
347.38095,199,7277.010674
351.5078,199,7277.509093
349.54068,199,7277.817682
344.8576,199,7277.95868
356.48514,199,7278.037961
351.7101,199,7278.628584
355.3814,199,7279.123364
345.35666,199,7279.266949
350.01056,199,7279.361049
351.6649,199,7279.36107
353.2908,199,7279.596677
350.71442,199,7280.093708
354.21622,199,7280.405892
353.00632,199,7280.548097
354.4293,199,7280.628067
349.96518,199,7281.229463
353.08594,199,7281.725143
354.26843,199,7281.875022
358.165,199,7281.970464
350.85117,199,7281.970483
353.21494,199,7282.209445
350.9082,199,7282.711369
349.45828,199,7283.016764
356.71432,199,7283.159992
351.2558,199,7283.240216
351.46234,199,7283.843457
341.99838,199,7284.33458
343.66864,199,7284.477879
348.46188,199,7284.567544
342.27954,199,7284.567564
345.81677,199,7284.806996
356.51907,199,7285.304028
351.52692,199,7285.611895
355.50946,199,7285.755699
352.39978,199,7285.83487
351.31796,199,7286.429942
352.34586,199,7286.927349
350.27325,199,7287.074351
351.0932,199,7287.170677
347.85114,199,7287.170697
347.99347,199,7287.418201
352.31543,199,7287.908556
350.4798,199,7288.220542
349.86133,199,7288.364635
352.32642,199,7289.960675
351.32996,199,7290.560574
347.13205,199,7294.410031
350.56107,199,7294.55252
351.34232,199,7294.644041
353.30975,199,7294.644062
351.7695,199,7294.88132
346.80475,199,7295.381086
351.46194,199,7295.689419
354.12567,199,7295.832873
353.66666,199,7295.912106
349.58115,199,7296.513837
350.79898,199,7296.999798
353.173,199,7297.144646
345.46994,199,7297.23671
346.34464,199,7297.23673
356.64835,199,7297.470532
349.6443,199,7297.967403
354.43484,199,7298.281048
352.6759,199,7298.421239
350.19727,199,7298.499289
350.20496,199,7299.097012
353.42883,199,7299.589753
355.9734,199,7299.73633
350.50772,199,7299.826992
349.93988,199,7299.827013
354.42358,199,7300.063524
352.35013,199,7300.557436
350.52655,199,7300.870576
345.16714,199,7301.012014
351.36954,199,7301.089195
350.66425,199,7301.685155
355.36264,199,7302.178288
358.6435,199,7302.322384
357.09363,199,7302.414462
345.72144,199,7302.414482
347.02945,199,7302.65162
355.00522,199,7303.147925
346.97922,199,7303.454813
351.70703,199,7303.599676
354.3891,199,7303.675818
352.43094,199,7304.270596
350.62875,199,7304.767008
352.59528,199,7304.910503
349.53543,199,7305.001293
350.70154,199,7305.001314
349.906,199,7305.234739
348.84167,199,7305.727506
