#{"t_start": 1741225022.2830396, "env_id": "None"}
r,l,t
-108.29555,5,238.571811
-93.02153,14,238.637518
-100.736176,20,238.651275
-104.41054,6,238.666292
-111.64895,15,238.666312
-112.702065,20,238.696565
-104.17855,4,238.696586
-90.341446,17,238.696591
-104.042046,4,238.72963
-107.16329,11,238.72965
-102.23128,15,238.772027
-104.4139,5,238.772048
-99.35098,9,238.787038
-105.74251,3,238.816885
-102.311844,3,238.834408
-108.25583,19,238.834429
-97.60132,10,238.850334
-104.33689,7,238.924721
-97.04579,13,238.924742
-90.74939,28,238.941984
-110.555504,18,238.942005
-99.07397,10,238.986822
-105.94419,5,239.018387
-104.583664,6,239.018408
-98.06218,9,239.065797
-92.28969,15,239.065818
-99.779594,9,239.080858
-105.58066,6,239.111995
-103.437485,19,239.14724
-102.95271,11,239.191799
-105.93008,3,239.19182
-101.6621,8,239.191827
-104.163475,7,239.222226
-112.29855,35,239.237302
-98.68113,34,239.256019
-105.89523,3,239.270613
-107.58097,13,239.285696
-104.86553,7,239.301509
-98.60957,17,239.332276
-101.42642,9,239.332297
-100.689705,5,239.412587
-112.230675,42,239.42623
-114.213005,29,239.441366
-107.44942,10,239.441386
-103.67067,12,239.441391
-100.28265,8,239.456723
-104.99468,3,239.502834
-107.54498,4,239.502856
-99.59952,5,239.502862
-100.33057,7,239.518244
-98.64328,7,239.547848
-105.26623,3,239.567245
-98.73769,19,239.567281
-97.744804,19,239.599097
-86.913155,23,239.599118
-102.13031,16,239.692627
-101.62125,7,239.706812
-108.37442,13,239.706832
-110.96434,10,239.721269
-103.062874,3,239.749791
-107.99593,17,239.765766
-108.51607,13,239.765787
-104.28255,2,239.783518
-106.82738,6,239.798955
-104.63084,17,239.81503
-103.93256,2,239.830529
-96.800804,15,239.83055
-104.85467,3,239.876025
-101.54326,9,239.90943
-104.55675,3,239.923995
-112.26129,12,239.95567
-117.01378,15,239.9557
-104.54322,50,239.971744
-97.901505,19,239.989847
-106.79715,10,239.99102
-107.12091,4,240.036632
-105.2986,7,240.036654
-105.85828,17,240.083149
-104.67212,8,240.08317
-106.10149,5,240.116786
-106.303604,6,240.132173
-103.987236,9,240.132194
-108.88501,41,240.147742
-96.29356,23,240.147761
-102.07488,4,240.19309
-98.72991,5,240.225491
-98.42918,19,240.256068
-103.02659,4,240.256091
-105.12693,2,240.256097
-106.233154,19,240.284809
-98.55325,13,240.28483
-103.57531,2,240.317969
-92.18703,27,240.333992
-103.63555,14,240.348922
-104.340515,7,240.363498
-104.38229,14,240.363518
-101.42513,10,240.409983
-104.870705,12,240.498063
-98.49545,11,240.530053
-89.75777,29,240.530074
-104.157135,2,240.55985
-113.5833,14,240.575314
-103.99737,5,240.575333
-106.510414,31,240.590852
-112.74058,17,240.590871
-103.79664,18,240.625597
-105.12693,2,240.625617
-119.05878,22,240.625623
-110.58599,8,240.654128
-101.00622,6,240.65415
-99.79921,9,240.715178
-106.507866,31,240.732546
-101.35086,8,240.746645
-100.5213,9,240.761939
-102.87048,9,240.792155
-102.626045,4,240.808415
-111.718056,32,240.900501
-98.95486,20,240.900524
-105.98839,7,240.916411
-108.708206,24,240.951779
-99.18809,16,240.96693
-96.93833,20,240.966951
-104.26401,6,240.999223
-110.132996,5,241.028994
-102.743835,17,241.061372
-104.17664,5,241.076345
-101.99834,13,241.109246
-97.45288,9,241.109266
-107.051094,9,241.109272
-101.424614,13,241.12391
-105.72725,3,241.175303
-104.52223,8,241.189785
-100.0203,28,241.204613
-111.68606,30,241.204633
-96.136215,11,241.204638
-107.9254,9,241.22009
-79.390724,38,241.220109
-102.133286,9,241.250779
-106.69572,3,241.2508
-102.628845,3,241.2994
-104.67506,10,241.329335
-109.88068,15,241.3448
-98.972694,9,241.344821
-101.59787,16,241.360534
-104.70756,2,241.378397
-101.3397,6,241.423231
-104.09941,5,241.452009
-97.780396,18,241.498851
-105.42453,9,241.498873
-100.19054,6,241.513818
-95.210754,20,241.529576
-112.83928,13,241.544973
-97.62844,20,241.55915
-108.59162,4,241.575628
-106.7181,9,241.588906
-111.260666,7,241.603174
-103.84136,20,241.603193
-81.52872,30,241.66322
-109.8597,32,241.679968
-102.38488,12,241.713902
-106.00704,3,241.728446
-96.73236,9,241.744144
-104.0234,13,241.759611
-111.727615,6,241.759631
-112.94005,18,241.774657
-100.43679,4,241.821427
-111.49364,22,241.881775
-111.14915,20,241.901756
-101.70961,11,241.901777
-110.17088,9,241.915994
-95.49569,11,241.916014
-106.34554,3,241.93226
-102.546814,5,241.978925
-100.92098,3,241.978946
-103.60394,3,242.025301
-101.766106,18,242.040249
-103.02509,17,242.085712
-99.17701,11,242.151298
-100.489204,4,242.15132
-103.78529,39,242.183563
-106.45663,3,242.198869
-108.246574,4,242.217168
-103.15498,39,242.217189
-107.433075,4,242.246619
-103.46124,2,242.24664
-105.92559,15,242.261384
-104.35931,14,242.261404
-99.75561,36,242.276579
-113.872734,23,242.276599
-103.76127,2,242.291884
-108.837685,25,242.307769
-103.39568,8,242.324087
-103.181015,2,242.324108
-104.80736,4,242.338846
-102.67941,28,242.338867
-100.56689,5,242.354575
-97.62496,9,242.385038
-104.26026,5,242.41895
-107.567184,11,242.418971
-100.868126,8,242.449278
-103.78931,4,242.480089
-103.56074,12,242.49567
-100.04394,11,242.49569
-101.43293,16,242.510249
-97.489624,15,242.573176
-114.15485,12,242.573198
-100.210304,14,242.573204
-92.81428,25,242.601665
-105.75017,6,242.664052
-99.535904,7,242.678895
-106.99977,7,242.710332
-100.463295,18,242.728899
-113.68689,16,242.744914
-112.69342,16,242.760334
-106.885414,3,242.77563
-108.02656,19,242.79025
-109.76727,8,242.790269
-95.658295,20,242.790275
-99.36218,6,242.805708
-103.853195,2,242.821474
-107.434,6,242.855881
-112.97925,28,242.855903
-102.31318,7,242.885681
-109.51264,7,242.900571
-104.5936,6,242.915491
-110.22209,5,242.963511
-103.31613,15,242.979027
-87.12754,26,242.979047
-105.6223,7,243.008979
-113.54053,13,243.008999
-110.656494,14,243.009005
-106.357056,21,243.00901
-104.846,11,243.023524
-100.64491,3,243.023545
-103.12319,8,243.085059
-108.44634,8,243.132208
-98.90664,7,243.132229
-104.82345,8,243.153375
-102.978035,5,243.168453
-91.95912,11,243.18311
-108.12176,11,243.183131
-109.9438,14,243.198594
-110.80142,5,243.214344
-106.8565,6,243.24352
-100.460464,21,243.243541
-107.72754,4,243.26282
-104.856636,27,243.27836
-106.01593,2,243.278379
-107.92402,7,243.292523
-104.58594,3,243.308216
-98.76375,6,243.308236
-106.68079,9,243.308242
-113.26499,9,243.324266
-103.816925,2,243.324287
-100.70368,20,243.324292
-107.31709,3,243.373067
-101.375175,5,243.388533
-108.91839,5,243.388555
-96.97078,8,243.404361
-102.722916,2,243.41973
-105.88288,11,243.450807
-102.422775,6,243.482863
-105.96309,4,243.51092
-107.526505,19,243.542146
-100.225235,6,243.575726
-103.63403,17,243.5907
-107.19288,19,243.605846
-101.29906,13,243.605865
-106.261314,6,243.60587
-113.80531,18,243.650316
-100.73854,8,243.664788
-102.628334,7,243.682094
-108.573044,5,243.682114
-118.15926,37,243.712209
-108.77955,19,243.71223
-102.16413,9,243.727185
-116.601105,27,243.743089
-103.76405,2,243.74311
-104.44419,5,243.757579
-106.602974,8,243.792808
-104.641884,3,243.792829
-104.492714,3,243.792834
-109.7743,13,243.807801
-104.958885,2,243.821891
-103.42469,3,243.837596
-103.71438,6,243.89921
-106.31104,16,243.899232
-96.12747,8,243.913613
-113.018486,10,243.913634
-108.87412,20,243.91364
-104.52479,3,243.943526
-107.53544,16,243.959457
-98.97341,15,243.959478
-102.415955,13,244.023723
-112.0399,5,244.023744
-104.22878,2,244.05468
-108.51812,10,244.069546
-105.04024,3,244.101478
-106.643974,14,244.117705
-105.432236,11,244.132427
-101.81783,4,244.132448
-107.344925,16,244.163885
-109.70247,22,244.178931
-105.49407,18,244.194772
-98.22496,8,244.243584
-102.80203,5,244.25844
-94.071526,40,244.306127
-101.330635,11,244.335274
-107.80964,13,244.335294
-99.80126,15,244.3353
-105.643105,10,244.351049
-103.45237,2,244.366485
-105.03456,2,244.366505
-94.94359,16,244.381925
-98.09733,10,244.396443
-102.511444,13,244.460569
-106.611435,7,244.47507
-111.58157,10,244.490643
-104.18652,12,244.490663
-98.38966,36,244.524188
-107.16923,4,244.554271
-108.12461,14,244.569605
-114.3241,36,244.585174
-102.8153,6,244.585195
-102.510475,12,244.585201
-101.48476,4,244.620176
-106.727165,3,244.63563
-102.82498,4,244.635651
-97.58011,20,244.697189
-105.59427,15,244.697211
-98.07004,10,244.744003
-109.85643,5,244.773857
-102.611755,9,244.773878
-103.60627,9,244.773883
-113.03257,28,244.804482
-108.302895,4,244.836261
-113.91697,20,244.836282
-105.19621,23,244.836288
-110.54449,17,244.85073
-102.491516,4,244.89645
-108.53395,4,244.910612
-103.40579,8,244.929749
-105.53386,5,244.973891
-101.873634,15,244.973912
-103.45668,4,244.98915
-97.91685,12,245.019516
-105.58886,23,245.053034
-93.88511,29,245.067718
-108.0627,6,245.067739
-110.62621,4,245.082928
-103.646545,2,245.082948
-102.66566,20,245.082954
-101.10813,7,245.082959
-103.66778,2,245.113629
-90.6645,23,245.128319
-111.17415,9,245.128341
-104.574066,4,245.146375
-101.51737,5,245.1915
-104.75473,26,245.236762
-99.84468,14,245.299381
-102.910095,16,245.315585
-101.1057,15,245.315606
-107.70468,14,245.347508
-102.637,19,245.36332
-102.747826,30,245.378855
-112.820404,16,245.378875
-108.22838,3,245.424939
-101.19339,10,245.476857
-98.621346,21,245.476879
-99.97671,4,245.492576
-110.10163,19,245.536231
-105.69288,5,245.567959
-110.01168,14,245.56798
-120.686676,17,245.582939
-105.274445,14,245.597897
-100.859726,4,245.628461
-94.778,13,245.673816
-105.30006,5,245.673836
-110.83111,31,245.673842
-104.28728,2,245.704426
-93.8151,27,245.719814
-103.560745,4,245.735224
-105.11568,3,245.750126
-93.20316,13,245.767101
-107.037605,3,245.78178
-101.91242,10,245.7818
-111.989105,28,245.79775
-105.81204,21,245.797771
-96.64203,19,245.828359
-105.39857,8,245.844847
-107.88706,4,245.844867
-99.007545,11,245.844872
-91.27973,19,245.878369
-99.035515,5,245.87839
-101.59326,7,245.893007
-108.818085,10,245.908665
-103.90514,2,245.908685
-100.66609,5,245.908691
-101.10232,10,245.924175
-103.53135,6,245.938391
-102.267944,3,245.953429
-105.573975,6,245.984911
-108.870514,16,246.046044
-102.468155,6,246.046065
-94.635086,9,246.076515
-99.31223,11,246.076541
-106.66423,3,246.125544
-120.01955,18,246.125565
-105.4931,11,246.153517
-97.78702,19,246.168596
-102.23106,3,246.168617
-105.587715,2,246.183587
-102.488075,8,246.202039
-110.12932,10,246.20206
-104.20898,6,246.261644
-110.52634,11,246.294473
-108.96572,6,246.294494
-104.22756,8,246.294499
-106.164276,25,246.294504
-95.99645,31,246.326208
-102.33528,7,246.372287
-100.71782,7,246.406007
-106.878784,14,246.42175
-112.31977,27,246.465648
-100.28491,11,246.465669
-96.121025,11,246.465675
-104.647545,39,246.528327
-110.96806,11,246.544435
-103.880905,2,246.559799
-98.16775,7,246.575383
-104.80218,16,246.575402
-111.289986,11,246.575408
-104.775314,2,246.605436
-100.210304,10,246.622535
-101.97086,15,246.653445
-107.476555,6,246.653465
-104.18697,8,246.667958
-111.08296,9,246.716989
-98.78565,34,246.717009
-98.95703,28,246.731693
-100.97721,7,246.731713
-106.10284,6,246.746452
-104.32485,6,246.746472
-106.8008,4,246.777589
-106.42007,4,246.807001
-110.563,16,246.856673
-100.54451,26,246.872046
-100.28783,7,246.88698
-116.84429,12,246.935337
-94.8046,13,246.935358
-102.44864,18,246.949904
-103.49078,7,246.97931
-100.18128,17,246.979331
-112.43153,27,246.994741
-103.86936,17,246.994761
-109.39235,8,247.009223
-104.58381,2,247.04195
-103.29688,4,247.04197
-97.64706,13,247.055765
-98.72296,8,247.055786
-102.17594,9,247.071633
-104.30226,2,247.087166
-103.59063,2,247.087186
-100.754906,9,247.118282
-102.54091,5,247.118302
-100.5197,6,247.168334
-107.37922,6,247.213464
-94.20033,15,247.228661
-112.10544,8,247.246445
-101.95034,17,247.261084
-104.15398,21,247.275397
-109.69137,12,247.275417
-105.39774,31,247.291175
-108.54168,5,247.306089
-103.39359,4,247.306109
-107.096664,18,247.322041
-101.467285,7,247.32206
-107.16622,3,247.356762
-105.941315,4,247.372548
-113.780426,7,247.388001
-103.3554,8,247.388023
-103.84871,6,247.418142
-105.93094,8,247.418162
-99.24463,16,247.418168
-109.39908,9,247.418173
-109.56212,6,247.418177
-109.11096,4,247.449468
-100.75643,7,247.469897
-108.512825,5,247.500006
-106.037476,6,247.514947
-101.97189,7,247.531041
-100.62902,7,247.531061
-96.99041,28,247.531067
-108.13709,7,247.531071
-111.09954,10,247.546911
-103.97637,3,247.546931
-105.52402,3,247.578108
-96.48741,13,247.578129
-102.465294,5,247.609277
-103.3203,6,247.609298
-103.82504,4,247.609304
-98.69203,9,247.609309
-103.437225,5,247.624767
-105.30407,6,247.624788
-103.994705,2,247.6559
-111.000824,9,247.676062
-100.27316,6,247.707244
-103.119835,2,247.707265
-118.21832,8,247.707271
-99.07996,8,247.737759
-98.88641,8,247.73778
-105.38229,6,247.752871
-105.35309,3,247.752891
-104.65704,2,247.768306
-102.65939,2,247.787266
-102.08366,8,247.831337
-103.83737,5,247.846253
-109.77919,9,247.846274
-91.87922,18,247.860525
-109.46756,8,247.860544
-101.16724,3,247.891401
-103.36512,2,247.891421
-103.50624,19,247.921322
-97.735054,21,247.937128
-110.02354,12,247.967199
-100.43011,14,247.967219
-98.09411,8,247.967226
-100.81674,8,248.015235
-101.74588,13,248.030918
-100.551926,5,248.045472
-104.87213,2,248.045494
-99.6594,9,248.060831
-96.33744,9,248.076646
-104.34558,16,248.109345
-104.20187,9,248.109367
-105.22967,3,248.1252
-100.96616,6,248.140707
-102.149635,44,248.140726
-103.04918,2,248.156471
-109.700294,8,248.18554
-102.488716,5,248.185561
-106.662926,4,248.202676
-103.73284,3,248.232761
-99.162285,5,248.262954
-106.369896,16,248.277872
-104.19067,13,248.340311
-105.74598,2,248.37088
-102.40892,11,248.370901
-103.76506,7,248.386323
-109.56498,23,248.401655
-99.16499,20,248.418968
-120.16791,30,248.434279
-103.87462,5,248.448864
-102.781715,13,248.463545
-99.71079,5,248.47928
-102.286964,5,248.528312
-109.71874,8,248.543525
-99.35751,44,248.57398
-108.60847,24,248.604608
-101.49945,14,248.60463
-106.1315,3,248.623772
-104.86031,3,248.654043
-107.46394,3,248.670611
-111.942665,11,248.701569
-110.83705,37,248.735397
-111.25308,17,248.75054
-105.929276,5,248.75056
-102.832085,8,248.780713
-96.83425,16,248.796024
-125.65627,24,248.81103
-97.20938,23,248.827989
-99.0164,7,248.842376
-102.11175,4,248.842395
-103.198166,9,248.8424
-111.433716,6,248.842405
-99.76433,5,248.904027
-103.89014,7,248.904048
-99.43521,6,248.904055
-101.23298,3,248.953279
-96.913025,8,248.968126
-107.436646,10,248.99853
-106.0321,11,249.011785
-104.30811,4,249.027239
-93.45774,27,249.027259
-101.30524,8,249.027264
-109.04277,43,249.046586
-104.09292,3,249.046606
-105.111755,2,249.046612
-106.88518,9,249.088624
-104.196884,3,249.088645
-106.27165,6,249.117426
-107.4352,3,249.133681
-102.8966,7,249.152977
-102.797966,7,249.152997
-105.47414,3,249.16874
-108.54603,28,249.185053
-103.78787,2,249.185074
-93.844635,19,249.200203
-110.39515,11,249.200223
-105.82219,3,249.200228
-102.38276,3,249.230236
-106.8731,13,249.230258
-102.96777,5,249.244826
-104.8168,4,249.602401
-102.27353,5,249.618284
-104.15085,29,249.634118
-99.27434,6,249.668254
-101.78133,8,249.668274
-105.90032,3,249.713528
-107.161255,10,249.744502
-98.10387,12,249.795089
-98.52114,8,249.79511
-104.5692,2,249.82569
-105.706955,8,249.841362
-98.174675,21,249.856956
-103.59143,7,249.856978
-102.46076,15,249.871945
-104.198,17,249.891913
-102.704025,4,249.906122
-106.380196,5,249.906142
-95.25392,22,249.920702
-102.971695,5,249.93443
-106.67188,5,249.93445
-107.94842,10,249.949847
-102.23596,36,249.996398
-109.36023,7,250.011352
-100.577446,6,250.02631
-107.84682,36,250.040505
-103.96695,4,250.071685
-104.330315,12,250.08791
-103.44872,10,250.104912
-102.03227,7,250.134673
-101.26408,10,250.150663
-103.83743,7,250.150684
-103.59643,17,250.1814
-122.203804,19,250.181421
-106.301315,4,250.214263
-101.56664,7,250.29077
-104.91729,8,250.309356
-114.70545,25,250.322827
-88.639114,16,250.322846
-123.59115,15,250.336898
-103.72702,14,250.351089
-103.088326,11,250.382155
-101.111534,7,250.429834
-122.47778,36,250.429855
-104.17295,9,250.474982
-101.865166,25,250.475004
-104.72008,4,250.490344
-90.233505,24,250.521169
-104.11951,13,250.521198
-100.920746,10,250.536692
-104.84897,7,250.536714
-101.68155,15,250.53672
-116.149506,13,250.55218
-102.326706,19,250.581877
-100.69038,8,250.598087
-108.65752,7,250.632985
-104.59775,2,250.665037
-107.892525,8,250.665058
-101.218864,4,250.727225
-97.94972,17,250.742299
-97.963234,12,250.74232
-97.16721,16,250.789069
-104.20501,5,250.804571
-101.09871,14,250.804592
-101.956505,21,250.819072
-114.206924,15,250.836997
-104.05742,4,250.852898
-103.86405,2,250.869051
-103.8492,9,250.884247
-102.138435,6,250.899175
-102.720215,6,250.899196
-110.9916,7,250.929269
-105.86942,5,250.930656
-104.092766,3,250.945954
-106.31528,13,250.945975
-102.76587,2,250.976654
-94.094765,30,251.008564
-118.42693,11,251.057109
-100.412415,13,251.072233
-99.74822,35,251.072253
-105.767365,9,251.088423
-101.59559,8,251.13499
-107.26624,5,251.153664
-97.22357,11,251.153685
-108.19257,7,251.168353
-108.89205,36,251.227638
-105.75298,4,251.227663
-105.36119,2,251.262476
-91.88025,17,251.355666
-102.99345,13,251.35702
-106.53468,27,251.35705
-107.475655,27,251.357058
-107.76445,30,251.371826
-102.62324,3,251.400714
-112.91931,13,251.431198
-99.9368,6,251.447464
-100.86725,7,251.481198
-98.84444,22,251.496687
-105.20352,27,251.496707
-105.535446,7,251.511272
-112.17158,25,251.526795
-104.358116,2,251.526815
-103.179855,4,251.541815
-102.82361,3,251.574983
-99.858765,8,251.575005
-101.85228,3,251.575011
-97.950134,22,251.6049
-103.8395,3,251.619508
-97.96355,17,251.619528
-108.45262,19,251.650156
-101.96794,6,251.664679
-104.71095,4,251.664699
-106.12303,4,251.682612
-104.56652,7,251.727779
-105.3578,4,251.727799
-104.14998,12,251.758018
-102.68556,3,251.772916
-98.73649,18,251.772945
-111.57071,5,251.804622
-105.66386,4,251.819347
-104.77144,25,251.819367
-104.757996,13,251.86544
-98.330376,13,251.882624
-105.347275,7,251.882644
-100.57771,16,251.896431
-102.73418,6,251.911889
-105.092926,4,251.927383
-100.163155,10,251.927404
-107.24951,5,251.956712
-105.91909,4,251.973059
-114.85001,30,251.973083
-102.17646,13,252.006566
-108.44353,14,252.037314
-80.73088,32,252.037335
-112.15949,11,252.066218
-108.41746,10,252.081158
-104.37496,4,252.100519
-106.50511,15,252.115504
-104.47343,3,252.130058
-103.59051,5,252.14512
-104.67382,3,252.14514
-103.8979,13,252.208432
-98.88241,6,252.224365
-104.31791,17,252.224385
-104.05663,3,252.25494
-96.88308,18,252.254962
-105.37593,8,252.269888
-103.87848,2,252.285828
-97.388405,23,252.285848
-98.65848,11,252.320643
-105.004745,6,252.320664
-104.85884,6,252.365648
-109.38263,6,252.415595
-103.93252,9,252.431097
-99.32991,13,252.431118
-104.264565,31,252.461479
-112.607185,14,252.478109
-108.40616,31,252.525316
-112.503716,7,252.525337
-100.02193,7,252.538768
-110.24791,16,252.538787
-103.39197,13,252.56934
-105.55438,3,252.583909
-110.5672,31,252.60037
-115.79904,18,252.600389
-108.964226,6,252.615749
-104.39122,11,252.648391
-104.51475,5,252.662061
-103.087105,7,252.678238
-101.79084,7,252.723618
-107.13528,17,252.723639
-103.94611,2,252.755479
-110.23375,8,252.769168
-101.30065,12,252.784556
-102.35837,5,252.799002
-103.06281,3,252.829237
-105.760376,20,252.8462
-107.76232,18,252.874517
-104.91244,30,252.889919
-105.7977,4,252.889941
-100.81672,16,252.904594
-103.506485,7,252.904616
-109.04358,12,252.952569
-104.12207,5,252.982255
-104.32533,6,252.982275
-105.62742,7,252.982281
-107.222336,10,252.996459
-94.1699,21,252.99648
-108.668015,8,253.01226
-108.495346,4,253.044964
-101.08887,8,253.07548
-117.31496,38,253.103773
-99.850746,7,253.117397
-97.79117,10,253.132328
-114.32976,6,253.16485
-104.96636,2,253.164871
-77.87475,28,253.179438
-103.38146,2,253.193942
-114.27789,21,253.225783
-105.54671,17,253.241925
-109.00441,16,253.288581
-94.9224,19,253.288603
-101.950035,13,253.303702
-107.66919,7,253.303722
-104.468475,5,253.318402
-105.44335,6,253.318421
-99.067894,10,253.318427
-95.83934,11,253.349911
-103.22836,16,253.366105
-104.03674,6,253.396845
-101.84646,5,253.396865
-105.622185,4,253.413097
-97.88595,10,253.476801
-102.38975,7,253.476823
-106.41938,32,253.492684
-112.308464,15,253.522879
-102.206825,14,253.538975
-103.78192,4,253.538995
-117.88353,8,253.539001
-104.55442,4,253.539006
-99.244385,10,253.554462
-104.18347,2,253.573124
-107.51387,21,253.619018
-102.39673,6,253.635122
-107.372604,8,253.650207
-93.966866,10,253.650228
-104.996,2,253.682442
-105.60101,8,253.697063
-108.73222,14,253.75643
-103.512085,6,253.775606
-103.42415,5,253.77564
-103.655045,24,253.775648
-99.39012,17,253.80741
-103.628975,2,253.807431
-103.650986,4,253.839255
-99.40141,18,253.839277
-99.74201,6,253.854764
-107.06178,15,253.871177
-100.09631,36,253.871198
-102.64032,5,253.889089
-109.14616,3,253.88911
-102.85875,3,253.934062
-108.881195,9,253.947747
-109.20281,7,253.982447
-116.36012,8,253.9836
-101.327415,8,254.012784
-103.72076,2,254.012806
-102.69253,4,254.012812
-105.30257,26,254.057986
-98.74598,19,254.074065
-107.31757,16,254.089659
-102.60331,6,254.106622
-108.40074,4,254.122273
-110.791275,12,254.122292
-98.104996,32,254.122298
-103.87076,10,254.137232
-107.16208,3,254.137252
-103.16446,6,254.167943
-99.08101,20,254.183005
-96.11704,11,254.183025
-107.03198,4,254.246493
-103.55963,5,254.246515
-107.196945,8,254.261507
-108.01061,5,254.261527
-104.685585,2,254.276473
-104.59139,2,254.308327
-114.479935,21,254.339239
-104.44471,15,254.368918
-99.891,19,254.39953
-103.32814,16,254.512204
-109.227,9,254.512225
-101.18288,26,254.527302
-104.02883,26,254.527323
-102.08113,16,254.558717
-94.7139,30,254.588579
-100.591995,16,254.588599
-103.812035,2,254.588605
-104.86781,5,254.603186
-100.32988,7,254.622173
-104.99272,6,254.622193
-104.624344,24,254.637211
-103.437416,4,254.651726
-103.0516,3,254.666204
-105.45062,5,254.681853
-108.8027,11,254.681873
-103.9481,6,254.68188
-105.16535,2,254.713009
-104.576126,5,254.714173
-91.369156,31,254.729373
-114.53268,10,254.743891
-99.97447,6,254.77496
-98.50514,8,254.774981
-102.18163,5,254.823348
-108.204445,6,254.82337
-102.57046,5,254.852572
-105.7306,5,254.852593
-103.10774,11,254.88418
-97.33574,13,254.884201
-99.800385,17,254.884207
-98.52163,7,254.927975
-94.16164,37,254.973982
-103.45558,9,254.990054
-110.13347,5,255.006534
-104.03177,8,255.006553
-101.16284,13,255.022498
-104.125534,2,255.022518
-94.98138,25,255.057357
-100.345955,4,255.088475
-104.73016,5,255.088496
-91.43198,14,255.103349
-104.942154,3,255.135008
-104.57427,18,255.135029
-100.330666,10,255.16732
-99.40428,9,255.167341
-97.04839,18,255.167347
-103.460785,7,255.167351
-103.213776,2,255.167356
-104.29307,2,255.195643
-96.820564,8,255.226133
-103.85593,4,255.226154
-105.16964,4,255.22616
-104.08615,3,255.240664
-103.92183,3,255.274344
-98.90296,7,255.274366
-104.78304,4,255.289858
-102.38244,8,255.289878
-112.00417,12,255.32199
-99.37058,22,255.32201
-104.262596,5,255.322016
-103.79936,2,255.322021
-109.91105,4,255.33825
-101.553535,17,255.355355
-103.1165,3,255.371833
-103.53155,3,255.371853
-114.91338,11,255.402002
-98.256546,9,255.417331
-99.966354,6,255.433073
-105.50228,8,255.448887
-107.71104,3,255.46698
-88.194984,49,255.48176
-110.704506,5,255.48178
-104.04515,2,255.510882
-95.3544,11,255.541152
-104.17459,11,255.541173
-104.35339,2,255.572914
-112.1312,12,255.635222
-107.08323,22,255.667337
-108.68631,6,255.668665
-95.484764,13,255.683591
-98.324036,21,255.683611
-103.77421,2,255.698981
-100.923515,13,255.713993
-101.28975,17,255.731161
-106.151375,3,255.731181
-102.63229,28,255.731187
-104.58159,14,255.759729
-104.80873,3,255.77762
-110.93628,5,255.793968
-105.12406,10,255.824305
-110.54346,8,255.824325
-104.81667,3,255.86865
-104.06014,7,255.86867
-100.72916,10,255.887714
-105.91545,8,255.903003
-104.600746,11,255.903022
-111.43547,17,255.903028
-102.66155,2,255.903033
-101.92168,3,255.91792
-101.92934,10,255.948772
-105.82411,3,255.964478
-103.278015,5,255.980255
-104.757126,11,255.998487
-104.10452,6,255.998507
-86.63092,37,256.013888
-105.7894,4,256.029812
-103.97317,2,256.044324
-105.53832,6,256.075677
-105.735565,6,256.090224
-113.7306,14,256.111094
-103.16507,7,256.111115
-105.32516,12,256.140984
-108.09582,3,256.156563
-93.25471,16,256.156584
-106.01593,2,256.171873
-105.53801,3,256.201393
-90.23486,33,256.201414
-97.200516,9,256.219046
-104.80953,11,256.219068
-92.30897,22,256.248024
-108.894325,14,256.248045
-102.21237,3,256.248051
-104.29804,9,256.248055
-109.13258,7,256.278004
-104.34207,5,256.278026
-107.95327,3,256.292224
-101.78733,3,256.292244
-106.631996,5,256.329446
-100.83787,5,256.32947
-103.7622,4,256.344744
-104.76085,4,256.359676
-104.54282,19,256.391475
-108.40617,4,256.391495
-98.360954,8,256.406212
-102.20011,4,256.40623
-86.446335,16,256.406236
-99.30327,13,256.421786
-108.660774,4,256.421805
-105.377846,3,256.458877
-104.63545,5,256.474728
-114.734436,19,256.520255
-108.12628,4,256.520277
-105.62885,14,256.520283
-97.57178,6,256.567178
-108.858604,9,256.5672
-110.701935,12,256.581392
-97.652695,13,256.611554
-99.580376,7,256.626138
-96.42546,9,256.657968
-105.05171,7,256.689881
-108.552,12,256.705712
-109.37872,19,256.705732
-103.018486,25,256.720752
-98.89479,7,256.734933
-98.09295,21,256.754858
-99.0806,7,256.81771
-115.742874,13,256.817732
-104.5582,7,256.832723
-105.657455,6,256.847934
-110.79254,7,256.847954
-105.786545,3,256.866243
-102.92148,2,256.866264
-105.99318,3,256.895873
-105.741806,13,256.895894
-104.29047,7,256.92641
-102.256256,7,256.956825
-101.9458,7,256.976542
-88.39048,26,256.976562
-97.21965,27,256.992408
-103.636375,2,256.992428
-101.8267,3,257.035686
-101.52015,17,257.127445
-104.60406,10,257.127466
-101.99348,7,257.141926
-101.93512,12,257.15671
-104.24957,2,257.156731
-108.97453,12,257.172152
-104.1331,2,257.173501
-104.33049,30,257.173532
-105.22026,4,257.218135
-107.45988,21,257.218158
-102.82331,4,257.218163
-101.5778,4,257.23332
-107.213165,22,257.23334
-105.83369,4,257.233346
-107.833984,4,257.233351
-122.232994,38,257.2476
-106.48876,8,257.24762
-99.907196,7,257.32547
-100.14449,10,257.404855
-101.96965,12,257.421095
-99.391,14,257.43642
-104.11897,2,257.451371
-103.9598,15,257.451392
-104.97532,15,257.466748
-119.60828,36,257.481385
-94.97395,16,257.50151
-108.88424,5,257.517703
-102.970436,19,257.532621
-97.44584,6,257.547939
-104.86735,4,257.595878
-98.89433,8,257.613364
-107.813614,5,257.628403
-104.14158,2,257.628424
